name,title,country,elo,birth_year,approx_age
"LAMA, MILAN",2,119,2010,2001,22
"MARTINEZ, NELSON",4,105,2010,1985,38
"MUSASIZI, EMMANUEL",0,101,2010,1999,24
"O`CARROLL, JEREMY",0,49,2010,1974,49
"ONUFRIENKO, VLADISLAV",0,97,2010,2004,19
"MONNAATSHEKO, KELETSHABILE",0,125,2009,1991,32
"KASPUTE, VESTA",3,54,2009,1984,39
"JOYCE, JOHN",0,80,2009,1970,53
"BOURACHED, ANTHONY",0,80,2009,1993,30
"HUANG, ALEX",2,104,2009,1994,29
"GOROZHANKINA, JULIA",3,38,2009,1993,30
"GABRIEL, DAVIDSON",0,143,2009,1999,24
AKMEL NESRU BESHIR,0,138,2009,1979,44
"ASAVASAETAKUL, CHAWIT",0,112,2009,2003,20
"BOTIRALIEV, ABDUMAJID",0,10,2009,2012,11
"BROWN, AKEEM",2,118,2009,2001,22
"SADNAN HASAN, DIHAN",2,78,2009,2004,19
"PAZOS GAMBARROTTI, PLINIO",6,82,2009,1960,63
NKHUWA JOSHUA,0,93,2009,1994,29
"HERWINDO, RIO",0,67,2008,1998,25
"TILVIKAS, JUSTAS",0,54,2008,1993,30
"SHNUROV, DANIIL",0,66,2008,2006,17
ONABOTE OLASUBOMI JOHN,0,110,2008,1997,26
"OLUWASEYITAN, FEMI",0,110,2008,1961,62
"OBLAMSKI, VLADIMIR",0,58,2008,1952,71
"MUSTAFAYEV, NIHAD",0,8,2008,2004,19
"MD, SARIATULLAH",0,78,2008,1993,30
LUAL GUET NHIANY,0,127,2008,2003,20
"KHADOUR, ISMAEL.",4,102,2008,1998,25
"ALIYEV, AYKHAN",0,8,2008,2005,18
"BALDURSSON, RANI",0,57,2008,1986,37
"BULCHA , PETROS OLANA",0,138,2008,2003,20
"CARDENAS RODRIGUEZ, RODRY ALBERT",0,79,2008,1984,39
"KATASHUK, ULADZISLAU",4,58,2008,1975,48
"PRIBADI, FERNANDA AGUS SAPUTRA",0,67,2007,2002,21
"SHAFRUDDIN, HAFIZ",0,73,2007,1986,37
"UYANGA, BYAMBAA",3,65,2007,1990,33
"VERDIER, PATRICE",4,100,2007,1962,61
"WEBER, LEO",0,85,2007,1954,69
"WIWATANADATE, POOMPONG",4,112,2007,1990,33
"TABAA, GHAYTH",0,102,2007,1989,34
"ALVAREZ RISCO, RUBEN CARLOS",0,27,2007,1986,37
BWEMBYA MULA,0,93,2007,1996,27
"LEVITAN, CALEB LEVI",2,90,2007,2010,13
"MABROUK, NIZAR",0,87,2007,1980,43
"CAMPOSSANO CAMO, RODRIGO",0,27,2006,1960,63
"BASSEL, CHARAF",0,116,2006,1986,37
"BOURDIERD, LUIS",0,92,2006,1987,36
"CHAVEZ, HECTOR EDUARDO",2,105,2006,1980,43
"GARCIA TOLEDO, PEDRO",0,27,2006,1949,74
"JUMAEV, KHUSRAV",0,45,2006,1982,41
"MIHASI, LIME",0,68,2006,1967,56
RENOCTA KEVIN ADICO,0,67,2006,1998,25
"WONG, HO CHEUNG",4,129,2006,1986,37
"GUERRA REIG, JUAN",0,72,2005,1974,49
AMMAR ABDULJABBAR OLEIWI AL KHAZAALI,0,106,2005,1967,56
MOE ZAW OO,0,88,2005,1977,46
"NAVARRO GARCIA, RODOLFO",0,79,2005,1963,60
"SUPRIYANTO, TOMMY",0,67,2005,1957,66
"MEUSA, WENDELL",2,154,2005,1988,35
"KHAN, TAFFIN",2,154,2005,1992,31
"IGOLUKUMO, FELIX",0,110,2005,1991,32
"CHIKUSE, LESLIE",0,93,2005,1973,50
"FREELAND, ALEX",0,94,2005,1995,28
"AJAYI, PETER TAIWO",0,110,2004,1981,42
"DEW, BRIAN",4,129,2004,1986,37
"IZABA, RODOLFO",4,117,2004,1972,51
"GORDON, ANDERSON",0,86,2004,1974,49
"LE, THANH TAI",2,11,2004,1997,26
"MADRIGAL, ANA DANIELA",3,117,2004,1990,33
"MAY, FRANK",0,94,2004,1938,85
"PHAN, STEFANUS KF",0,52,2004,1997,26
"PUTAR, LEON",0,80,2004,2005,18
"SELMANE, AMINE",0,74,2004,1983,40
"VANG, FINNBJORN",0,57,2004,1978,45
"ACKERMANN, ROBERT",0,85,2004,1965,58
"ADU-POKU, KWABENA",0,155,2004,1996,27
NESIMEYE OKUMA EJOMAFUVWE,0,110,2003,1988,35
IBRAHIM ALWAHSH,0,103,2003,1992,31
HAMAD BADER,0,23,2003,2004,19
"FILIPE, MARCIO",0,107,2003,2001,22
"BERISHA, SKENDER",0,76,2003,1962,61
"BIMBASHI, HAMZE",0,76,2003,1952,71
"WINSTON-ONYIAH, SASHA",0,110,2003,1986,37
"WEERAMANTRY, SUNIL",4,81,2003,1951,72
"VINGRIS,MIKELIS",0,38,2003,2009,14
"QORROLLI, FEHIM",0,76,2003,1970,53
NGUYEN HONG NHUNG,3,11,2003,2006,17
"MAHMOUD, ABDELRAHMAN",0,103,2003,1963,60
"PROSPERO, ALEXANDRE",0,107,2002,2004,19
"MUSSON, ADAM J",0,94,2002,1971,52
"DATUASHVILI, NONA",5,47,2002,1986,37
"ALCANTARA MATOS, DIGNO JOSE",0,92,2002,1968,55
"NGUYEN, THI THUY TRIEN",3,11,2002,1995,28
"ODENDAAL, FREDERICK",0,90,2002,1980,43
OSADEBE MICHAEL IKECHUKWU,0,110,2002,2005,18
"PASTOR CARVAJAL, JEIGOTH",2,89,2002,2004,19
"GARCIA, JASON",0,94,2002,1971,52
"TENUUNBOLD, BATTULGA",4,65,2002,2009,14
"TARASENKA, ALIAKSANDRA",3,58,2002,2006,17
"RIVAS CABRERA, EDGAR",0,79,2002,1975,48
"KABER, CLAUDE",0,85,2001,1970,53
"KAFUKO, PAUL",0,101,2001,1993,30
"MORTENSEN, ROGVI",0,57,2001,1988,35
"NOTHA, MOAKOFI",0,125,2001,1984,39
"PALAO, ADRIANA",0,27,2001,2001,22
"SULA, AVNI",0,68,2001,1960,63
"ALTAMIRANO PORRAS, RICARDO ENRIQUE",0,27,2001,1992,31
"ABUAZIZAH, RAJI",0,128,2001,2006,17
"HASAN, ALSAMID",0,103,2001,1990,33
"GASHI, SHYQRI",0,76,2001,1952,71
"DOTTA, GIAN FRANCO",2,37,2001,1999,24
"LEDEZMA VILLAMIZAR, GABRIEL ENRIQUE",4,79,2000,2003,20
"BEJATOVIC, BOJANA",0,59,2000,1994,29
"BUYANDALAI, TUMEN",0,65,2000,1973,50
"DIJOKAS, LINAS",0,54,2000,1964,59
"KALOUST, GIORGIO",0,116,2000,2002,21
MADOL GARANG PANTHOUM,0,127,2000,2000,23
"NGUYEN, TAN THINH",0,11,2000,1996,27
"NISSINEN, NIILO MAN",2,129,2000,2006,17
"SENTISSI, YASSINE",2,64,2000,1998,25
"ZUMBADO GUTIERREZ, MARCO ANTONIO",0,89,2000,1967,56
"BARHOUMI, MED ANIS",0,87,1999,1976,47
"TANTIPURA, NOPPAKORN",0,112,1999,2003,20
"SALENTINY, ERIC",0,85,1999,1992,31
"MORALES NINO, LUIS",0,27,1999,1963,60
"MARTINEZ GAMIZ, MARC",0,72,1999,2005,18
LYAMANI KHALID,0,64,1999,1968,55
"GIASI, VIRESH",4,156,1999,1991,32
"CHIMTHERE, ALFRED CHARLES",2,139,1999,1981,42
"BRENES SALGADO, JUAN CARLOS",0,89,1998,1985,38
"ATASHPENDAR, ARSHIA",0,85,1998,1991,32
"AL-ZAABI, SULTAN",2,23,1998,2002,21
"SKUJA, AIVARS",0,38,1998,1943,80
"SHEAHAN, BEN",0,80,1998,2007,16
"RIZVONOV, ZURKHON",0,45,1998,1958,65
"RAJBHANDARI, RIJENDRA",4,119,1998,1974,49
"MUHAMMED, SHUAAU",4,158,1998,1994,29
"IRRIZARRI DIONICIO, KELVIN ARTURO",0,92,1998,1986,37
"HAMPERL, FRED",4,157,1998,1966,57
"GOLDMANE, ASTRA",0,38,1997,1956,67
"AGUILAR, VICTOR",0,27,1997,1963,60
"BARAHONA, CESAR",0,27,1997,1975,48
"CHARLES, GARETH",2,49,1997,1983,40
"DOUICH, MEHDI",0,64,1997,1992,31
"EDISHERASHVILI, ALEXANDRE",4,47,1997,1979,44
"GRIGG, SAMUEL",0,49,1997,1993,30
"HAILU , MELESE GIDEY",0,138,1997,1993,30
KARUNIA BAGUS TRI LAKSA,0,67,1997,2006,17
"LAVENDER, JAMES",0,94,1997,1997,26
"MARCANO VELIZ, JOSE",0,79,1997,1956,67
"MORINA, SHQIPRON",0,76,1997,1993,30
"MWANSA, RICHARD",0,93,1997,1975,48
"PAYARES LEON, DANIEL ALFONSO",0,79,1997,1983,40
"DUNN, ALAN",0,104,1996,1979,44
"TIRA, MOHAMED ALI",0,87,1996,1991,32
"SEZDBEKOV, ARZYBEK",0,97,1996,2001,22
"SARIVAN, MIRCEA",0,50,1996,1949,74
"SABRI, MOHD SAPRIN",0,73,1996,1972,51
"NGUYEN, HONG ANH",5,11,1996,2001,22
"JIMENEZ SALAS, MARIA TERESA",0,27,1996,2007,16
"AZHAR, PUTERI MUNAJJAH AZ-ZAHRAA",5,73,1996,2001,22
"BOUAH, LYNDON",2,90,1996,1973,50
"CARRANZA NARVAEZ, SERGIO IVAN",0,117,1996,1962,61
"DIMBA, JAMES",2,93,1996,1987,36
"MEDRANO, MARIO",0,99,1996,1991,32
"SARAUSKAS, ANDRIUS",0,54,1995,2002,21
"CASARES CONTRERAS, JOSE GABRIEL",0,79,1995,2006,17
"KACHAKOVSKI, DIMITAR",4,59,1995,1964,59
"ORDINOLA CAPCHA, JUAN",0,27,1995,1989,34
"QAMBAR, SALAH NOORI QAMBAR",0,106,1995,1977,46
"TKITEK, WALID",0,87,1995,1977,46
"ATTALIB, OSAMA A.",0,133,1995,1978,45
"BASHOTA, EKREM",0,76,1995,1974,49
"CARVAJAL PENA, DANIEL",0,89,1995,1998,25
"TIMERGAZI, LAYLA",5,104,1994,2001,22
"SAKLINE MOSTAFA, SAJID",2,78,1994,2011,12
"ROACH, PHILIP",0,113,1994,1965,58
"RADONJIC, MILAN",0,51,1994,1994,29
"MIFTARI, HEDON",0,59,1994,2003,20
"ZARATE OYAGUE, FLOR DE MARIA",0,27,1993,1995,28
"BRICENO OVALLES, DIOMENES DE JESUS",0,79,1993,1980,43
"CHIGODO,MUKAI CYRIL",0,98,1993,1990,33
"KORCHAGIN, OLEG",0,66,1993,1965,58
"LAMA, SURBIR",0,119,1993,1977,46
"NAMALE, BEN NGUKU",2,149,1993,1981,42
"SAIFI, WALID",0,74,1993,1983,40
"TALLEDO LAGOS, CESAR FRANK",0,27,1993,1996,27
"TQAVADZE, GIORGI",0,47,1993,1979,44
"VO, HOAI THUONG",0,11,1993,1996,27
"VUSOVIC, LUKA",0,51,1993,2003,20
"DJUMAEV, BAKHTIYOR",0,10,1992,1983,40
"ZHEENBEKOV, NURGAZY",0,97,1992,1986,37
"TRAN, LE DAN THUY",3,11,1992,1996,27
"TAHER, ALI",0,103,1992,1992,31
"SARALEGUI, MARIO",0,37,1992,1949,74
"RASMUSSEN, STEINTOR",0,57,1992,1960,63
"ISLAM, MOHAMMAD AMINUL",0,78,1992,1974,49
"HANOEMAN, SURADJ",2,156,1992,1987,36
"GOLDSMITH, ALAN D",0,49,1992,1952,71
"HERIZE GODOY, MIGUEL ANDRES",0,79,1991,1997,26
"VIDRUSKA, RENATE",3,38,1991,1984,39
"RABEEA, SABAH NORI",4,106,1991,2002,21
"MEREDOV, ASHIRMAMET",0,70,1991,1954,69
"AMMOR, HICHAM",0,64,1991,1989,34
"GONG, NOAH",0,49,1991,2002,21
"HAMAL, MANISH",4,119,1991,1986,37
"HERGLI, AMIR",0,87,1991,1980,43
"HUSEYNZADE, JEYHUN",0,8,1991,2000,23
"SHINODA, TARO",0,95,1990,1989,34
"TORRES RENGIFO, BRUNO",0,27,1990,1986,37
"LINDIAWATI, EVI",1,67,1990,1986,37
"MOSSONG, HUBERT",4,85,1990,1950,73
"NOGUCHI, KOJI",0,95,1990,1976,47
"OTHMAN, FUENSHAK",0,110,1990,1983,40
"OYEPITAN, JOSHUA AYODEJI",0,110,1990,1997,26
"REYES GONZALEZ, JOEL KENNEDY",0,92,1990,1998,25
"LADOKUN, KOLAWOLE AKINYEMI",0,110,1990,1985,38
"IDJERI, YANIS",0,74,1990,1991,32
"HOGG, DEAN",0,49,1990,1970,53
"HANSEN, HERLUF",0,57,1990,1973,50
"ELUEKEZI, CHUKWUWIKEH PHOENIX",0,110,1990,1978,45
"DAI, CHENG",0,49,1990,1998,25
"BAKRI, ALIA ANIN AZWA",3,73,1990,1994,29
"SCHMIDT, MARTIN",0,80,1990,1963,60
MABIOR ANYUAT MABIOR,0,127,1989,1997,26
"AGOSTINHO, DIOGO",0,107,1989,1982,41
"BARRIENTOS, ERNESTO",0,43,1989,1991,32
"DEDEIC, HUSO",0,51,1989,1997,26
"DENG ATENY RIAK, JOSEPH",0,127,1989,1995,28
"DJONOVIC, MILORAD",0,51,1989,1961,62
"GUERRERO TAVERAS, HUMBERTO",0,92,1989,1994,29
KYAW NAY TOE,0,88,1989,1972,51
"MAMMADOV, FAKHRADDIN",0,8,1989,1956,67
"MANDIC, STEFAN",0,51,1989,2000,23
"PANG, YUI KUEN",2,129,1989,1989,34
"PUNSALAN, VYANLA M",3,104,1989,2004,19
"RAHNEBERG, MATTHIAS",0,80,1989,1963,60
"SAIKHANCHIMEG, TSOGTSAIKHAN",0,65,1989,1995,28
"SCHWEIZER, SAMUEL",0,95,1989,1996,27
"PINALES ROUSSEL, GABRIEL",2,115,1988,1998,25
"SCEPANOVIC, DALIBOR",0,51,1988,1982,41
"SICHONE, ALINASWE",0,93,1988,1996,27
"YOSIF, AYMAN ALI DAFA ALLA",0,123,1988,1999,24
"ARCHER, OLLIE",0,104,1988,2007,16
"FATHALLAH, JOE",0,94,1988,1984,39
"ALNAMI, SALAHEDDIN",0,133,1988,1993,30
"ANDREASEN, JAKUP A.R.",0,57,1988,1980,43
"KADIC, BRANISLAV",0,51,1988,1966,57
"LAKNER, JAY",0,49,1988,1977,46
"MCCARTHY, TIM",0,80,1988,1957,66
"ONUOHA, OBIOMA",0,110,1988,1971,52
"PASKU, SOTIR",0,68,1988,1955,68
"FIRAS, QASSIM ABBAS",0,106,1987,1974,49
"MISCENKO, DMITRY",0,49,1987,1976,47
"SOCHIRCA, EUGENIU",0,50,1987,1982,41
SUNARYO ROBERT,0,67,1987,1993,30
"TEH, RUI GEN",0,49,1987,2008,15
"BADILLO RAMOS, STEVE",0,82,1987,2005,18
"YUSOF, KAMALUDDIN",0,73,1987,1967,56
"DENG KHOR KUOL, MICHAEL",0,127,1987,1991,32
"GONZALEZ SANCHEZ, JHOAN GABRIEL",0,79,1987,1979,44
"ENKHBAT, TSENDRAGCHAA",0,65,1986,1964,59
"TALEB, SALEM HATAM",0,106,1986,1963,60
"AVIK, SARKER",0,78,1986,1996,27
"CHORFI, KHALED",2,64,1986,1951,72
"GOHIL, MEHUL",0,149,1986,1981,42
"MIHAILOVA, ALINA",3,50,1986,2004,19
SULEIMAN ALMOUSA,0,103,1986,1995,28
"KLAUNER, THEID",0,85,1985,1959,64
"KASUMI, GEZIM",0,76,1985,1959,64
"DOBRAJ, BLERON",0,76,1985,2001,22
"CUELLO PEREZ, RICHAR ORLANDO",0,92,1985,1965,58
"BERRACHED, MOHAMMED",0,74,1985,1979,44
"BENFATAH, ABDERRAHMANE",0,64,1985,1981,42
"MILLER, JACOB",0,80,1985,1993,30
"MUNKHCHULUUN, TSEGMED",3,65,1985,1991,32
"OKPONGETE, EDIDIONG ANIEFIOK",0,110,1985,1990,33
"OKUBOARERE, KAREBO",0,110,1985,1980,43
ONYEKWERE MACDONALD,0,110,1985,1979,44
"MARTINKUS, ROLANDAS",4,54,1985,1966,57
"LE, TRI KIEN",0,11,1985,2005,18
"KOH, CEDRIC",0,49,1985,1998,25
"KLEIN, BERNAND A.",0,90,1985,1985,38
"KIRBY, PETER J.",2,157,1985,1963,60
"OTELLA, EMMANUEL",0,101,1985,1982,41
"QUINN, DAVID",0,60,1985,1957,66
"SIMANCAS MARADEI, MIGUEL ALEJAND",0,79,1985,1997,26
"SOLOMON, MAXWELL",2,90,1985,1967,56
"WONG PAGES, JUAN",0,82,1984,2003,20
"VRANES, NIKOLA",0,51,1984,1986,37
"SAVVA, PANIKOS",2,120,1984,1963,60
"NIRAULA, BHUPENDRA",2,119,1984,1981,42
"JOHNSON, MATTHEW",0,123,1984,1982,41
"JOHANSEN, HALDUR SUNI",0,57,1984,1963,60
"HOSSAIN, SHOWKAT POLLAB",0,78,1984,1977,46
"HAMDAN, ABDERAHMANE EL HADI",0,74,1984,1986,37
"GILRUTH, PETER",0,149,1984,1953,70
"BENTOUMI, MILOUD",0,74,1984,1959,64
"AMGALANBAATAR, RAVDANLKHUMBUU",0,65,1983,1989,34
"ABU-HAZEEM, SAIF",0,103,1983,1991,32
"ACHO, CHRISTIAN",0,90,1983,1997,26
"ALFARO GUILLEN, JOSE RAUL",0,89,1983,1991,32
"BONILLA TORRERO, FELIX ANTONIO",0,83,1983,1971,52
"CAMER, ANGELITO",4,49,1983,1958,65
"CHIPANGA, TAKAEDZA",0,98,1983,1980,43
"DUNEAS, JOHN",4,104,1983,1970,53
"HERNANDEZ, JUAN CARLOS",2,114,1983,1984,39
"HEWITT, WILLIAM",0,94,1983,1964,59
"KZ, ABDULLAH KHAIRI",0,73,1983,1989,34
"LI, GEORGIY",0,77,1983,1953,70
"MIKENAS, LAIMUTIS",0,54,1983,1966,57
"MILLER, RACHEL",2,118,1983,2000,23
"SANCHEZ, JOSE",0,105,1983,1992,31
"STEVENSON, JAMES",0,60,1983,1964,59
"SUMSKIS, RIMVYDAS",0,54,1983,1970,53
"ZANE, RAYANE",0,74,1983,2004,19
"ZOAR HAQUE, PRODHAN",0,78,1983,1995,28
"DARSADZE, NIKOLOZ",0,47,1982,2006,17
"APEMIYE, AUGUSTINE IMOHEDE",0,110,1982,1978,45
"ASANAKUNOV, ZHUMAGAZY",0,97,1982,1988,35
"CHAULAGAIN, PURUSHOTTAM",2,119,1982,1985,38
"SIRP, KARL ALEKSANDER",0,66,1982,1999,24
"MD. GAZI SALAH, UDDIN",0,78,1982,1996,27
"FELFEL, ABDELMASEEH",0,85,1982,1995,28
"NTENDE, EDGAR",0,101,1981,1990,33
"MUSONDA, ELIAS",0,93,1981,1998,25
KHTAB KAMAL,0,123,1981,1985,38
"CHAVDAROV, DENISLAV ANDONOV",0,80,1981,1980,43
"SAPALO, GABRIEL",0,107,1981,1975,48
"NARANJO ZOLOTOV, MIJAIL",0,82,1981,1979,44
"DAVIES, JASON S.",0,90,1980,1984,39
"STERN, GEOFFREY",0,85,1980,1960,63
"STARK, JOHN",2,104,1980,1987,36
"SPARWEL, OLIVER",0,85,1980,1972,51
"SCOVITIN, ALBERT",0,50,1980,1941,82
"POGREBNOJS, DMITRIJS",0,38,1980,1979,44
"MD. MUHIMENUL, ISLAM",0,78,1980,1975,48
"JULIO, JOAO MANUEL DOS SANTOS",2,107,1980,1973,50
"HUANCA, EDSON",0,99,1980,1999,24
"GOLSTA, MADARA",0,38,1980,2003,20
"GISHI, TAKESHI",0,95,1980,1967,56
ASIBOR ROBERT,0,110,1980,1968,55
"GILBERT, JONATHAN A.",0,94,1980,1968,55
"DAVID MAYOL, BUOL ALITH",0,127,1979,1994,29
"DURUTOVIC, DRAGUTIN",0,51,1979,1946,77
"FAWOLE, JOHN OYEYEMI",4,110,1979,1985,38
"GAJADIN, DEWPERKASH",4,156,1979,1961,62
"MATHEWS ROMERO, CESAR",2,83,1979,1984,39
ODUGBESAN ADEDAPO OLATUNDE,0,110,1979,1982,41
"ROWE, DUANE",2,118,1979,1978,45
"RUKSENAS, ROMAS",0,54,1979,1969,54
"BASSIG, HAMISH",0,49,1979,2004,19
"BHUIYAN, GOLAM MOSTAFA",0,78,1979,1986,37
LUAMBULA HUMPHREY,0,93,1978,1964,59
"ABDYZHAPAROV, AIDAR",0,97,1978,1978,45
"CALVO GUTIERREZ, LUIS GUILLERMO",0,89,1978,1998,25
"CILIA VINCENTI, DAVID",2,126,1978,1977,46
KAMWENDO PRECIOUS,0,139,1978,1991,32
KHALID OSMAN AHMED SALAH,0,123,1978,1970,53
"MOSUTHA, THUSO",2,125,1978,1994,29
OMARA ZAKARIA,0,64,1978,1996,27
"QUINN, CIARAN",0,80,1978,1960,63
"RAMA, RAME",0,76,1978,1969,54
"TINEO RODRIGUEZ, BRIAN JEREMIAH",0,92,1978,2001,22
"WEIDIG, TOM",0,85,1978,1972,51
"PANCHOL, JAMES MADOL",0,127,1977,1995,28
"BATISTA ROSAS, NICOLAS ARTURO",0,83,1977,2007,16
"HARIRI, HADI MOUSTAFA",0,116,1977,1988,35
"AROSEMENA TORRIJOS, JORGE LUIS",4,83,1977,1968,55
"AVEDISOVIC, SERGEJ",0,51,1977,1976,47
